,x1,x2,class
0,3.882026172983832,3.2000786041836116,0
1,3.4893689920528694,4.120446599600729,0
2,3.9337789950749835,2.5113610600617946,0
3,3.4750442087627946,2.924321395851151,0
4,2.9483905741032213,3.205299250969186,0
5,3.072021785580439,3.7271367534814877,0
6,3.3805188625734965,3.060837508246414,0
7,3.221931616372713,3.1668371636871333,0
8,3.747039536578803,2.8974208681170994,0
9,3.1565338508254506,2.5729521303491376,0
10,1.7235050920829607,3.3268092977201804,0
11,3.432218099429753,2.628917489796779,0
12,4.134877311993804,2.2728171627006177,0
13,3.022879258650723,2.906408074987083,0
14,3.766389607179229,3.7346793849501427,0
15,3.077473712848458,3.1890812598010867,0
16,2.5561071261849437,2.0096017658880365,0
17,2.826043925336924,3.07817448455199,0
18,3.6151453403638603,3.6011899243922056,0
19,2.8063365912960236,2.8488486247123324,0
20,2.4757235174664536,2.2899910314105125,0
21,2.1468649046874937,3.975387697615895,0
22,2.745173909124173,2.780962849194407,0
23,2.3736023199750367,3.388745177915955,0
24,2.1930510762210242,2.8936298598930157,0
25,2.5522667194031623,3.193451248929631,0
26,2.7445974312155634,2.4096839079387937,0
27,2.9859088858306726,3.2141659352652088,0
28,3.033258611191584,3.151235948869891,0
29,2.6828389531595183,2.8186294170064308,0
30,2.6637697761120247,2.8202234192297295,0
31,2.593426858977773,2.1368586988341614,0
32,3.088713071126876,2.799109531895869,0
33,2.184900826516978,3.2313911277628873,0
34,2.5463508178083787,3.0259726978980694,0
35,3.3645452810887684,3.0644914553787053,0
36,3.5697003422716502,2.382587089823174,0
37,3.2011708205887746,2.657594954529843,0
38,2.564601425409059,2.710575167617792,0
39,2.844223733936314,3.0280826711148725,0
40,2.417425079608322,3.4504132434770938,0
41,3.23283121986523,2.231878156861388,0
42,3.7441260968977996,3.9479445880152917,0
43,3.5893897855798254,2.9100375820938247,0
44,2.464623689244729,3.5272258634655684,0
45,2.7984115265134104,3.6112225351912137,0
46,3.1041374890384303,3.4883195182418563,0
47,3.178183198587201,3.353286584095974,0
48,3.00525001036041,3.8929352469529177,0
49,3.06345604635181,3.2009946817223507,0
50,3.941575348528127,2.3261204694287767,0
51,2.364757500757133,3.4846983540790055,0
52,2.4134382974429203,3.9718105928246463,0
53,2.793190509620126,2.6262725942796212,0
54,3.9614710132401925,3.740257395717212,0
55,3.933779480213285,3.4530223291376925,0
56,2.5693871574726486,3.955032476549517,0
57,2.86599831452431,3.4012281978981975,0
58,3.473625983886874,2.9224949534545828,0
59,3.30703968517304,3.4611033357832635,0
60,3.1882127655778145,2.4502996047079026,0
61,3.149119087103028,3.6631929483435153,0
62,2.6527160701343173,2.925182729836165,0
63,2.782423224139181,3.9246318642396707,0
64,3.336147378506218,3.2037309181205553,0
65,2.615041962777342,3.2696245956459085,0
66,2.662833669671312,3.0159152791371757,0
67,2.6820769608105595,3.3382166474732498,0
68,3.2882954083074702,2.8958506222110025,0
69,3.1980033563308226,2.4534692456347473,0
70,2.2543712036471972,3.2196958506322684,0
71,3.0833367476862645,3.317515718446053,0
72,4.191572387431971,3.472239743495207,0
73,2.5435888872779207,3.5585081440479263,0
74,2.3420462947442395,2.7692076975926456,0
75,2.9658791973376846,3.8566713608246834,0
76,2.62762258897578,2.5867807306704926,0
77,2.950773737787284,2.6682608568189465,0
78,3.5633179610532535,2.4600342458182882,0
79,2.4262656737944486,2.781089977627783,0
80,2.7509837746538475,3.964766026908493,0
81,3.4747104034628804,3.0437756206925957,0
82,2.387282240584916,3.4221814882007737,0
83,2.4998923263052175,2.227614451611194,0
84,3.5940148961761507,3.1584713059624248,0
85,3.4604294118904093,3.1593638264715107,0
86,3.4284153059513454,2.6744872033499267,0
87,2.4828785791077674,3.3407972591408135,0
88,2.5982951679130792,2.6552251111248997,0
89,2.7722337482413284,3.0087395795125285,0
90,2.823003044373258,2.3125243532909905,0
91,2.6781907985835547,1.8882984238877867,0
92,3.3126157255135937,2.198971172196626,0
93,2.447808330285775,3.026082539630487,0
94,2.630218501804343,3.771507297703368,0
95,2.3535715451382755,3.1335254346745915,0
96,2.980358590886252,2.4159532511294013,0
97,3.261638330265877,2.914226834388876,0
98,3.385895275606834,3.4117520769818657,0
99,4.081617974640345,3.668263974718196,0
100,4.944622724308633,2.964093123363611,1
101,5.148858565044658,3.3514744667558882,1
102,5.031917131707352,3.259752567715533,1
103,4.853086947372304,3.6326202749398018,1
104,4.789687443996056,3.9576709137544936,1
105,4.747067351276007,4.233398590387977,1
106,4.565417270526487,4.3101951584538325,1
107,4.119438395781308,4.490785474603132,1
108,4.0518978731417885,4.756323620232291,1
109,4.169726368607401,4.81292541795994,1
110,3.4504490005826334,4.857907216533239,1
111,3.277756959136947,5.041837727090436,1
112,2.8640442794807908,5.007223977496066,1
113,2.864976066981229,5.028536707333926,1
114,2.500789253524814,4.921916632969157,1
115,2.1322549370177772,4.816003654925008,1
116,2.030437553385944,4.854395055521885,1
117,1.7187325074944926,4.782319424526041,1
118,1.9144512137831353,4.201001394956487,1
119,1.5734099102652057,4.43507420628712,1
120,1.2570312833075004,4.0745289555762225,1
121,1.20239701605211,3.8717844115445614,1
122,1.074262813071115,3.4326397157018413,1
123,1.221990160946654,3.602563854378605,1
124,0.8870515159732004,2.970148437437988,1
125,1.0791666467015437,2.8501759375319047,1
126,1.0464151971453284,2.636097945481535,1
127,1.1847448654315333,2.5407472578655415,1
128,1.0589434783663232,1.9906343358775143,1
129,1.0465924139297837,2.064202123719268,1
130,1.249564921846821,1.6876595744139864,1
131,1.5076031188197812,1.5667265628018423,1
132,1.4983386548476907,1.4367931084574102,1
133,2.078583653575132,1.2812125054878216,1
134,2.1806768228589717,1.1699014367311549,1
135,2.5269093244659504,0.6564267694161181,1
136,3.008757169691034,1.0788711146413237,1
137,2.870406784972332,0.9416087383741097,1
138,3.2957376664044,0.9949074802223368,1
139,3.166915200851631,1.3660507925568146,1
140,3.6971913445988727,1.2847301862271565,1
